article_title,question_id,question,answer_text,answer_start_offset,sentence_text
Seven_Years%27_War,572fc19a947a6a140053cc53,Who was aggravated by the Proclamation of 1763?,"outrage in the Thirteen Colonies, whose inhabitants were eager to acquire native lands",366,"George III's Proclamation of 1763, which forbade white settlement beyond the crest of the Appalachians, was intended to appease the latter but led to considerable outrage in the Thirteen Colonies, whose inhabitants were eager to acquire native lands."
Adolescence,570d6669b3d812140066d820,Do adolescents perform significantly better on IQ tests than other age groups?,not,344,"Wisdom is not the same as intelligence: adolescents do not improve substantially on IQ tests since their scores are relative to others in their same age group, and relative standing usually does not change—everyone matures at approximately the same rate in this way."
Chicago_Cubs,5726821edd62a815002e87a6,What is the longest championship drought in all four of the major North American professional sports leagues?,107 seasons,251,"107 seasons is the longest championship drought in all four of the major North American professional sports leagues, which also includes the National Football League (NFL), the National Basketball Association (NBA), and the National Hockey League (NHL)."
Old_English,570a8ed26d058f1900182fa6,What is an important Old English historical record?,the Anglo-Saxon Chronicle,96,"Some of the most important surviving works of Old English literature are Beowulf, an epic poem; the Anglo-Saxon Chronicle, a record of early English history; the Franks Casket, an inscribed early whalebone artefact; and Cædmon's Hymn, a Christian religious poem."
Treaty,56f715cc711bf01900a4492b,Each party must have done what in order for the treaty to come into effect?,ratified the treaty,244,"When the text of a treaty is later reprinted, such as in a collection of treaties currently in effect, an editor will often append the dates on which the respective parties ratified the treaty and on which it came into effect for each party."
Royal_Dutch_Shell,5726262f89a1e219009ac3dd,What types of companies existed in a few major oil and gas production centers?,"""exploration and production""",376,"Nevertheless, there were very large ""exploration and production"" companies in a few major oil and gas production centres such as the United Kingdom (Shell Expro, a Joint Venture with Exxon), Nigeria, Brunei, and Oman."
On_the_Origin_of_Species,5727dc042ca10214002d982f,What did the pamphlet that Asa Gray published defend?,"defending the book in terms of theistic evolution, Natural Selection is not inconsistent with Natural Theology.",263,"In America, Asa Gray argued that evolution is the secondary effect, or modus operandi, of the first cause, design, and published a pamphlet defending the book in terms of theistic evolution, Natural Selection is not inconsistent with Natural Theology."
Electric_motor,5726b10af1498d1400e8e794,What does the outer housing of a miniature motor resemble?,steel tube,546,"Miniature motors resemble the structure in the illustration, except that they have at least three rotor poles (to ensure starting, regardless of rotor position) and their outer housing is a steel tube that magnetically links the exteriors of the curved field magnets."
Portugal,573356a5d058e614000b587a,Who arranged the widow de Melo's second marriage?,Queen consort of Portugal,157,"The Queen consort of Portugal, Archduchess Maria Anne Josefa of Austria, was fond of Melo; and after his first wife died, she arranged the widowed de Melo's second marriage to the daughter of the Austrian Field Marshal Leopold Josef, Count von Daun."
University_of_Kansas,56e78e9800c9c71400d772ba,What are two kinds of courses of study available at KU's business school?,business and accounting,254,"Named one of the best business schools in the Midwest by Princeton Review, the KU School of Business has been continually accredited by the Association to Advance Collegiate Schools of Business (AACSB) for both its undergraduate and graduate programs in business and accounting."
Data_compression,57268bcdf1498d1400e8e35c,What two algorithms have compression ratios of up to 1200-fold?,DNAZip and GenomeZip,862,Other algorithms in 2009 and 2013 (DNAZip and GenomeZip) have compression ratios of up to 1200-fold—allowing 6 billion basepair diploid human genomes to be stored in 2.5 megabytes (relative to a reference genome or averaged over many genomes).
Iran,57303b5e04bcaa1900d773ea,What type of appliances is Iran a leading manufacturer of in the Middle East?,home appliances,119,"Iran has leading manufacturing industries in the fields of car-manufacture and transportation, construction materials, home appliances, food and agricultural goods, armaments, pharmaceuticals, information technology, power and petrochemicals in the Middle East."
London,57280018ff5b5019007d9a97,Who bombed London in both World War I and World War II?,the Germans,529,"London was bombed by the Germans during the First World War while during the Second World War, the Blitz and other bombings by the German Luftwaffe, killed over 30,000 Londoners and destroyed large tracts of housing and other buildings across the city."
Ottoman_Empire,572a28cdaf94a219006aa841,What territory was conquered by the Köprülü Vizierate in 1669?,Crete,858,"The Köprülü Vizierate saw renewed military success with authority restored in Transylvania, the conquest of Crete completed in 1669, and expansion into Polish southern Ukraine, with the strongholds of Khotyn and Kamianets-Podilskyi and the territory of Podolia ceding to Ottoman control in 1676."
Buddhism,56d28b6559d6e4140014606c,When did a number of modern movement in Buddhism emerge?,second half of the 20th Century,74,"A number of modern movements or tendencies in Buddhism emerged during the second half of the 20th Century, including the Dalit Buddhist movement (also sometimes called 'neo-Buddhism'), Engaged Buddhism, and the further development of various Western Buddhist traditions."
Han_dynasty,572f827604bcaa1900d76a45,Who was considered to be the supreme judge in Han government?,the emperor,19,"In Han government, the emperor was the supreme judge and lawgiver, the commander-in-chief of the armed forces and sole designator of official nominees appointed to the top posts in central and local administrations; those who earned a 600-dan salary-rank or higher."
University_of_Notre_Dame,57338724d058e614000b5c9d,"In 1919 a new president of Notre Dame was named, who was it?",Father James Burns,8,"In 1919 Father James Burns became president of Notre Dame, and in three years he produced an academic revolution that brought the school up to national standards by adopting the elective system and moving away from the university's traditional scholastic and classical emphasis."
Capacitor,5726fca8f1498d1400e8f1c3,"For each electron that departs the positive plate, how many electrons build up on the negative plate?",one electron accumulates on the negative plate,224,"Rather, one electron accumulates on the negative plate for each one that leaves the positive plate, resulting in an electron depletion and consequent positive charge on one electrode that is equal and opposite to the accumulated negative charge on the other."
BBC_Television,56de7dd64396321400ee296b,What types of programs were not shown on BBC Two?,soap opera or standard news programming,364,"Unlike other terrestrial channels, BBC Two does not have soap opera or standard news programming, but a range of programmes intended to be eclectic and diverse (although if a programme has high audience ratings it is often eventually repositioned to BBC One)."
Bras%C3%ADlia,5731dff4e99e3014001e638c,Who complained that Brasilia was monotonous?,Simone de Beauvoir,45,"After a visit to Brasília, the French writer Simone de Beauvoir complained that all of its superquadras exuded ""the same air of elegant monotony,"" and other observers have equated the city's large open lawns, plazas, and fields to wastelands."
